"Date ","Symbol ","Security Name ","Quantity "
"23-MAR-2026","JAIBALAJI","JAI BALAJI INDUSTRIES LTD","465"
"23-MAR-2026","JAYNECOIND","JAYASWAL NECO INDUSTR LTD","31"
"23-MAR-2026","JBMA","JBM AUTO LIMITED","25,472"
"23-MAR-2026","JKCEMENT","JK CEMENT LIMITED","1"
"23-MAR-2026","JSWHL","JSW HOLDINGS LIMITED","2"
"23-MAR-2026","JUNIORBEES","GOLDMAN SACHS NIFTY JUNIOR EXCHANGE TRADED SCHEME","5,753"
"23-MAR-2026","JUSTDIAL","JUST DIAL LIMITED","403"
"23-MAR-2026","JYOTHYLAB","JYOTHY LABORATORIES LIMITED","86"
"23-MAR-2026","KFINTECH","KFIN TECHNOLOGIES LIMITED","976"
"23-MAR-2026","KTKBANK","KARNATAKA BANK LIMITED","500"
"23-MAR-2026","LT","LARSEN & TOUBRO LTD.","25"
"23-MAR-2026","LTF","L&T FINANCE LIMITED","22"
"23-MAR-2026","LUMAXTECH","LUMAX AUTO TECH LTD","2"
"23-MAR-2026","M&M","MAHINDRA & MAHINDRA LTD","1,328"
"23-MAR-2026","MANAPPURAM","MANAPPURAM FINANCE LTD","3,526"
"23-MAR-2026","MOTHERSON","SAMVRDHNA MTHRSN INT","1,000"
"23-MAR-2026","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","95"
"23-MAR-2026","NATIONALUM","NATIONAL ALUMINIUM CO LTD","500"
"23-MAR-2026","NOCIL","NOCIL LIMITED            ","250"
"23-MAR-2026","NRBBEARING","NRB BEARING LIMITED","164"
"23-MAR-2026","NTPCGREEN","NTPC GREEN ENERGY LIMITED","45"
"23-MAR-2026","OLECTRA","OLECTRA GREENTECH LIMITED","1"
"23-MAR-2026","ONGC","OIL AND NATURAL GAS CORP.","77"
"23-MAR-2026","PAYTM","ONE 97 COMMUNICATIONS LTD","1"
"23-MAR-2026","PERSISTENT","PERSISTENT SYSTEMS LTD","269"
"23-MAR-2026","PETRONET","PETRONET LNG LIMITED","15"
"23-MAR-2026","PFOCUS","PRIME FOCUS LIMITED","186"
"23-MAR-2026","PGEL","PG ELECTROPLAST LTD","22,169"
"23-MAR-2026","PHOENIXLTD","THE PHOENIX MILLS LIMITED","69"
"23-MAR-2026","PNB","PUNJAB NATIONAL BANK","2,00,000"
"23-MAR-2026","PNBHOUSING","PNB HOUSING FIN LTD.   ","228"
"23-MAR-2026","POLYCAB","POLYCAB INDIA LIMITED","50"
"23-MAR-2026","POLYMED","POLY MEDICURE LTD ","44"
"23-MAR-2026","PRAJIND","PRAJ INDUSTRIES LTD","55"
"23-MAR-2026","RELIANCE","RELIANCE INDUSTRIES LTD","258"
"23-MAR-2026","RPOWER","RELIANCE POWER LTD.","1,000"
"23-MAR-2026","SAIL","STEEL AUTHORITY OF INDIA","18"
"23-MAR-2026","SBIN","STATE BANK OF INDIA","913"
"23-MAR-2026","SCHNEIDER","SCHNEIDER ELECTRIC INFRA","1"
"23-MAR-2026","SHREECEM","SHREE CEMENTS LTD","1,600"
"23-MAR-2026","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","3"
"23-MAR-2026","SOLARINDS","SOLAR INDUSTRIES (I) LTD","124"
"23-MAR-2026","SUMICHEM","SUMITOMO CHEM INDIA LTD","12,750"
"23-MAR-2026","SUZLON","SUZLON ENERGY LIMITED","560"
"23-MAR-2026","TARIL","TRANS & RECTI. LTD","50"
"23-MAR-2026","TATAELXSI","TATA ELXSI LIMITED       ","2,400"
"23-MAR-2026","TATASTEEL","TATA STEEL LIMITED","100"
"23-MAR-2026","TCS","TATA CONSULTANCY SERV LT","1"
"23-MAR-2026","TEJASNET","TEJAS NETWORKS LIMITED","200"
"23-MAR-2026","TENNIND","TENNECO CLEAN AIR INDIA L","25"
"23-MAR-2026","THOMASCOOK","THOMAS COOK (INDIA) LTD  ","800"
"23-MAR-2026","TITAN","TITAN INDUSTRIES LTD","2"
"23-MAR-2026","TRAVELFOOD","TRAVEL FOOD SERVICES LTD","28"
"23-MAR-2026","TVSMOTOR","TVS MOTOR COMPANY  LTD","704"
"23-MAR-2026","UNIONBANK","UNION BANK OF INDIA","25"
"23-MAR-2026","VOLTAS","VOLTAS LTD","78"
"23-MAR-2026","WAAREEENER","WAAREE ENERGIES LIMITED","200"
"23-MAR-2026","WEBELSOLAR","WEBSOL ENERGY SYSTEM LTD","50"
"23-MAR-2026","YESBANK","YES BANK LIMITED","1"
"24-MAR-2026","360ONE","360 ONE WAM LIMITED","72"
"24-MAR-2026","ABCAPITAL","ADITYA BIRLA CAPITAL LIMITED","2,132"
"24-MAR-2026","ADANIENT","ADANI ENTERPRISES LIMITED","63"
"24-MAR-2026","ADANIGREEN","ADANI GREEN ENERGY LTD","9"
"24-MAR-2026","ADANIPOWER","ADANI POWER LTD","103"
"24-MAR-2026","AMBER","AMBER ENTERPRISES (I) LTD","55"
"24-MAR-2026","AMBUJACEM","AMBUJA CEMENTS LTD","982"
"24-MAR-2026","ANGELONE","ANGEL ONE LTD","6"
"24-MAR-2026","ANUP","THE ANUP ENGINEERING LTD","15"
"24-MAR-2026","APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LIMITED","14"
"24-MAR-2026","ASHOKLEY","ASHOK LEYLAND LTD","1,301"
"24-MAR-2026","ASIANPAINT","ASIAN PAINTS LIMITED","19"
"24-MAR-2026","ASTRAL","ASTRAL POLY TECHNIK LIMITED","13"
"24-MAR-2026","ATGL","ADANI TOTAL GAS LIMITED","200"
"24-MAR-2026","AXISBANK","AXIS BANK LIMITED","550"
"24-MAR-2026","BAJAJ-AUTO","BAJAJ AUTO LIMITED","3,900"
"24-MAR-2026","BAJAJFINSV","BAJAJ FINSERV LIMITED","150"
"24-MAR-2026","BAJAJHFL","BAJAJ HOUSING FINANCE LTD","2,000"
"24-MAR-2026","BAJAJHIND","BAJAJ HINDUSTAN LTD","98"
"24-MAR-2026","BAJAJHLDNG","BAJAJ HOLDINGS & INVS LTD","1"
"24-MAR-2026","BAJFINANCE","BAJAJ FINANCE LIMITED","351"
"24-MAR-2026","BANDHANBNK","BANDHAN BANK LIMITED","115"
"24-MAR-2026","BANKBARODA","BANK OF BARODA","118"
"24-MAR-2026","BANKINDIA","BANK OF INDIA","58"
"24-MAR-2026","BDL","BHARAT DYNAMICS LIMITED","50"
"24-MAR-2026","BEL","BHARAT ELECTRONICS LTD","150"
"24-MAR-2026","BELRISE","BELRISE INDUSTRIES LTD","1"
"24-MAR-2026","BHARATFORG","BHARAT FORGE LTD","11"
"24-MAR-2026","BHARTIARTL","BHARTI AIRTEL LIMITED","1,770"
"24-MAR-2026","BHEL","BHEL","286"
"24-MAR-2026","BIOCON","BIOCON LIMITED.","76"
"24-MAR-2026","BLACKBUCK","ZINKA LOGISTICS SOL LTD","100"
"24-MAR-2026","BLUESTARCO","BLUE STAR LIMITED","6"
"24-MAR-2026","BPCL","BHARAT PETROLEUM CORP  LT","26"
"24-MAR-2026","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","1"
"24-MAR-2026","BSE","BSE LIMITED","100"
"24-MAR-2026","BSOFT","BIRLASOFT LIMITED","104"
"24-MAR-2026","CANBK","CANARA BANK","148"
"24-MAR-2026","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","23"
"24-MAR-2026","CELLO","CELLO WORLD LIMITED","109"
"24-MAR-2026","CGCL","CGCL","650"
"24-MAR-2026","CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS LIMITED","43"
"24-MAR-2026","CHOLAFIN","CHOLAMANDALAM IN & FIN CO","432"
"24-MAR-2026","COALINDIA","COALINDIA","253"
"24-MAR-2026","COFORGE","COFORGE LIMITED","100"
"24-MAR-2026","COLPAL","COLGATE PALMOLIVE LTD.","9"
"24-MAR-2026","CONCOR","CONTAINER CORP OF IND LTD","1,624"
"24-MAR-2026","CUMMINSIND","CUMMINS INDIA LTD","4"
"24-MAR-2026","DABUR","DABUR INDIA LTD","112"
"24-MAR-2026","DATAPATTNS","DATA PATTERNS INDIA LTD","250"
"24-MAR-2026","DELHIVERY","DELHIVERY LIMITED","71"
"24-MAR-2026","DIVISLAB","DIVI'S LABORATORIES LTD","5"
"24-MAR-2026","DIXON","DIXON TECHNO (INDIA) LTD","2,550"
"24-MAR-2026","DLF","DLF LIMITED","59"
"24-MAR-2026","DMART","AVENUE SUPERMARTS LIMITED","10"
"24-MAR-2026","DRREDDY","DR. REDDY'S LABORATORIES","21"
"24-MAR-2026","EICHERMOT","EICHER MOTORS LIMITED","7"
"24-MAR-2026","ETERNAL","ETERNAL LIMITED","652"
"24-MAR-2026","EXIDEIND","EXIDE INDUSTRIES LTD","128"
"24-MAR-2026","FEDERALBNK","FEDERAL BANK LTD","470"
"24-MAR-2026","FINCABLES","FINOLEX CABLES LTD","50"
"24-MAR-2026","FORTIS","FORTIS HEALTHCARE (I) LTD","25"
"24-MAR-2026","GAIL","GAIL (INDIA) LTD","186"
"24-MAR-2026","GANECOS","GANESHA ECOSPHERE LIMITED","80"
"24-MAR-2026","GLENMARK","GLENMARK PHARMACEUTICALS LIMITED","27"
"24-MAR-2026","GMRAIRPORT","GMR AIRPORTS LIMITED","929"
"24-MAR-2026","GMRP&UI","GMR POW AND URBAN INFRA L","2,416"
"24-MAR-2026","GODREJCP","GODREJ CONSUMER PRODUCTS LIMITED","7"
"24-MAR-2026","GRASIM","GRASIM INDUSTRIES LTD","394"
"24-MAR-2026","HAL","HINDUSTAN AERONAUTICS LTD","6"
"24-MAR-2026","HAPPSTMNDS","HAPPIEST MINDS TECHNO LTD","1"
"24-MAR-2026","HAVELLS","HAVELLS INDIA LIMITED","31"
"24-MAR-2026","HBLENGINE","HBL ENGINEERING LTD","100"
"24-MAR-2026","HCLTECH","HCL TECHNOLOGIES LTD","451"
"24-MAR-2026","HDFCBANK","HDFC BANK LTD","125"
"24-MAR-2026","HDFCLIFE","HDFC STANDARD LIFE INSURANCE COMPANY LIMITED","17"
"24-MAR-2026","HEXT","HEXAWARE TECHNOLOGIES LTD","1"
"24-MAR-2026","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","2"
"24-MAR-2026","HINDALCO","HINDALCO  INDUSTRIES  LTD","9"
"24-MAR-2026","HINDCOPPER","HINDUSTAN COPPER LIMITED","200"
"24-MAR-2026","HINDUNILVR","HINDUSTAN UNILEVER LTD.","62"
"24-MAR-2026","HINDZINC","HINDUSTAN ZINC LIMITED","83"
"24-MAR-2026","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","108"
"24-MAR-2026","ICICIBANK","ICICI BANK LTD.","18"
"24-MAR-2026","ICICIGI","ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED","15"
"24-MAR-2026","ICIL","INDO COUNT INDUSTRIES LTD","2,803"
"24-MAR-2026","IDEA","IDEA CELLULAR LIMITED","4,919"
"24-MAR-2026","IEX","INDIAN ENERGY EXCHANGE LIMITED","1,761"
"24-MAR-2026","INDGN","INDEGENE LIMITED","50"
"24-MAR-2026","INDHOTEL","THE INDIAN HOTELS CO. LTD","30"
"24-MAR-2026","INDIANB","INDIAN BANK","12"
"24-MAR-2026","INDIASHLTR","INDIA SHELTER FIN CORP L","100"
"24-MAR-2026","INDUSINDBK","INDUSIND BANK LIMITED","86"
"24-MAR-2026","INDUSTOWER","INDUS","25"
"24-MAR-2026","INFY","INFOSYS TECHNOLOGIES LTD","17,602"
"24-MAR-2026","INOXWIND","INOX WIND LIMITED        ","167"
"24-MAR-2026","IOC","INDIAN OIL CORP LTD","246"
"24-MAR-2026","IREDA","INDIAN RENEWABLE ENERGY","59"
"24-MAR-2026","IRFC","IRFC","146"
"24-MAR-2026","ITC","ITC LTD","649"
"24-MAR-2026","ITI","ITI LTD","245"
"24-MAR-2026","JINDALSTEL","JINDAL STEEL & POWER LTD","20"
"24-MAR-2026","JYOTICNC","JYOTI CNC AUTOMATION LTD","300"
"24-MAR-2026","KANSAINER","KANSAI NEROLAC PAINTS LTD","255"
"24-MAR-2026","KEI","KEI INDUSTRIES LTD.      ","9"
"24-MAR-2026","KFINTECH","KFIN TECHNOLOGIES LIMITED","21"
"24-MAR-2026","KIMS","KRISHNA INST OF MED SCI L","170"
"24-MAR-2026","KOTAKBANK","KOTAK MAHINDRA BANK LTD","1,772"
"24-MAR-2026","KPITTECH","KPIT TECHNOLOGIES LTD","44"
"24-MAR-2026","LICHSGFIN","LIC HOUSING FINANCE LTD","3"
"24-MAR-2026","LICI","LIFE INSURA CORP OF INDIA","35"
"24-MAR-2026","LINDEINDIA","LINDE INDIA LIMITED","2"
"24-MAR-2026","LT","LARSEN & TOUBRO LTD.","25"
"24-MAR-2026","LTM","LTIMINDTREE LIMITED","3,040"
"24-MAR-2026","LUMAXIND","LUMAX INDUSTRIES LTD","6"
"24-MAR-2026","LXCHEM","LAXMI ORGANIC INDUS LTD","209"
"24-MAR-2026","MANAPPURAM","MANAPPURAM FINANCE LTD","197"
"24-MAR-2026","MANKIND","MANKIND PHARMA LIMITED","2"
"24-MAR-2026","MARICO","MARICO LIMITED","727"
"24-MAR-2026","MARUTI","MARUTI SUZUKI INDIA LTD.","28"
"24-MAR-2026","MAXHEALTH","MAX HEALTHCARE INS LTD","10"
"24-MAR-2026","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","20"
"24-MAR-2026","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","50"
"24-MAR-2026","METROPOLIS","METROPOLIS HEALTHCARE LIMITED","10"
"24-MAR-2026","MIDHANI","MIDHANI","1,842"
"24-MAR-2026","MOTHERSON","SAMVRDHNA MTHRSN INT","45"
"24-MAR-2026","MPHASIS","MPHASIS LIMITED","247"
"24-MAR-2026","MTARTECH","MTAR TECHNOLOGIES LIMITED","5"
"24-MAR-2026","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","17"
"24-MAR-2026","NATIONALUM","NATIONAL ALUMINIUM CO LTD","4,118"
"24-MAR-2026","NAUKRI","INFO EDGE (I) LTD","400"
"24-MAR-2026","NBCC","NATIONAL BUILDINGS LTD   ","359"
"24-MAR-2026","NESTLEIND","NESTLE INDIA LIMITED","5"
"24-MAR-2026","NMDC","NMDC LTD.","2,593"
"24-MAR-2026","NOCIL","NOCIL LIMITED            ","250"
"24-MAR-2026","NSIL","NALWA SONS INVESTMENT LTD","6"
"24-MAR-2026","NTPC","NTPC LTD","79"
"24-MAR-2026","OBEROIRLTY","OBEROI REALTY LIMITED","7"
"24-MAR-2026","OFSS","Oracle Financial Services Software Limited","450"
"24-MAR-2026","OIL","OIL INDIA LTD","1,135"
"24-MAR-2026","OILIETF","ICICIPRAMC - OILIETF","1"
"24-MAR-2026","OLAELEC","OLA ELECTRIC MOBILITY LTD","500"
"24-MAR-2026","ONGC","OIL AND NATURAL GAS CORP.","123"
"24-MAR-2026","PAYTM","ONE 97 COMMUNICATIONS LTD","2"
"24-MAR-2026","PCJEWELLER","PC JEWELLER LTD          ","3"
"24-MAR-2026","PERSISTENT","PERSISTENT SYSTEMS LTD","6,710"
"24-MAR-2026","PETRONET","PETRONET LNG LIMITED","156"
"24-MAR-2026","PFC","POWER FIN CORP LTD.","302"
"24-MAR-2026","PFOCUS","PRIME FOCUS LIMITED","2"
"24-MAR-2026","PGEL","PG ELECTROPLAST LTD","1,130"
"24-MAR-2026","PHOENIXLTD","THE PHOENIX MILLS LIMITED","37"
"24-MAR-2026","PIDILITIND","PIDILITE INDUSTRIES LIMITED","7"
"24-MAR-2026","PIIND","PI INDUSTRIES LTD        ","126"
"24-MAR-2026","PNB","PUNJAB NATIONAL BANK","287"
"24-MAR-2026","PNBHOUSING","PNB HOUSING FIN LTD.   ","21"
"24-MAR-2026","POLICYBZR","PB FINTECH LIMITED","8"
"24-MAR-2026","POLYCAB","POLYCAB INDIA LIMITED","5"
"24-MAR-2026","POWERGRID","POWER GRID CORP. LTD.","20"
"24-MAR-2026","POWERINDIA","ABB POWER PRO N SYS IND L","36"
"24-MAR-2026","PPLPHARMA","PIRAMAL PHARMA LIMITED","21"
"24-MAR-2026","PREMIERENE","PREMIER ENERGIES LIMITED","40"
"24-MAR-2026","PRESTIGE","PRESTIGE ESTATES PROJECTS LIMITED","12"
"24-MAR-2026","PSUBANK","KOTAK PSU BANK","1"
"24-MAR-2026","PVTBANIETF","ICICIPRAMC - ICICIBANKP","375"
"24-MAR-2026","RELIANCE","RELIANCE INDUSTRIES LTD","48"
"24-MAR-2026","RPOWER","RELIANCE POWER LTD.","19"
"24-MAR-2026","RVNL","RVNL","37"
"24-MAR-2026","SAIL","STEEL AUTHORITY OF INDIA","61"
"24-MAR-2026","SAILIFE","SAI LIFE SCIENCES LIMITED","1"
"24-MAR-2026","SANGHVIMOV","SANGHVI MOVERS LTD","610"
"24-MAR-2026","SBICARD","SBI CARDS & PAY SER LTD","12"
"24-MAR-2026","SBIN","STATE BANK OF INDIA","651"
"24-MAR-2026","SEPC","SEPC LIMITED","9,40,350"
"24-MAR-2026","SHILPAMED","SHILPA MEDICARE LTD","1"
"24-MAR-2026","SHREECEM","SHREE CEMENTS LTD","1"
"24-MAR-2026","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","260"
"24-MAR-2026","SOLARINDS","SOLAR INDUSTRIES (I) LTD","2"
"24-MAR-2026","STYRENIX","STYRENIX PERFORMANCE LTD","1"
"24-MAR-2026","SULA","SULA VINEYARDS LIMITED","2"
"24-MAR-2026","SUNPHARMA","SUN PHARMACEUTICALS IND.","12"
"24-MAR-2026","SUPREMEIND","SUPREME INDUSTRIES LTD","59"
"24-MAR-2026","SUZLON","SUZLON ENERGY LIMITED","334"
"24-MAR-2026","SWANCORP","SWAN CORP LIMITED","150"
"24-MAR-2026","SWIGGY","SWIGGY LIMITED","660"
"24-MAR-2026","SYRMA","SYRMA SGS TECHNOLOGY LTD","3"
"24-MAR-2026","TATACONSUM","TATA CONSUMER PRODUCT","379"
"24-MAR-2026","TATASTEEL","TATA STEEL LIMITED","141"
"24-MAR-2026","TATATECH","TATA TECHNOLOGIES LIMITED","42"
"24-MAR-2026","TBOTEK","TBO TEK LIMITED","2"
"24-MAR-2026","TCS","TATA CONSULTANCY SERV LT","7"
"24-MAR-2026","TDPOWERSYS","TD POWER SYSTEMS LTD.","150"
"24-MAR-2026","TECHM","TECH MAHINDRA LIMITED","37"
"24-MAR-2026","TECHNOE","TECHNOE","1"
"24-MAR-2026","TEJASNET","TEJAS NETWORKS LIMITED","10"
"24-MAR-2026","TIINDIA","TUBE INVEST OF INDIA LTD","7"
"24-MAR-2026","TIPSMUSIC","TIPS MUSIC LIMITED","50"
"24-MAR-2026","TITAN","TITAN INDUSTRIES LTD","155"
"24-MAR-2026","TMCV","TATA MOTORS LIMITED","70"
"24-MAR-2026","TMPV","TATA MOTORS PASS VEH LTD","5"
"24-MAR-2026","TORNTPOWER","TORRENT POWER LTD","17"
"24-MAR-2026","TRENT","TRENT LIMITED","3"
"24-MAR-2026","TVSHLTD","TVS Holdings Limited","10"
"24-MAR-2026","ULTRACEMCO","ULTRATECH CEMENT LIMITED","1"
"24-MAR-2026","UNITDSPR","UNITED SPIRITS LIMITED","222"
"24-MAR-2026","UPL","UPL LIMITED","41"
"24-MAR-2026","VAIBHAVGBL","VAIBHAVGBL","150"
"24-MAR-2026","VBL","VARUN BEVERAGES LIMITED    ","3"
"24-MAR-2026","VEDL","VEDANTA LIMITED","410"
"24-MAR-2026","VGUARD","V-GUARD IND LTD.    ","406"
"24-MAR-2026","VOLTAS","VOLTAS LTD","13,941"
"24-MAR-2026","WAAREEENER","WAAREE ENERGIES LIMITED","1"
"24-MAR-2026","WIPRO","WIPRO LTD","2,07,225"
"24-MAR-2026","YESBANK","YES BANK LIMITED","897"
"24-MAR-2026","ZYDUSLIFE","ZYDUS LIFESCIENCES","29"
"25-MAR-2026","ADANIENT","ADANI ENTERPRISES LIMITED","1,000"
"25-MAR-2026","ADANIPOWER","ADANI POWER LTD","325"
"25-MAR-2026","AMBER","AMBER ENTERPRISES (I) LTD","48"
"25-MAR-2026","APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LIMITED","7"
"25-MAR-2026","ASIANPAINT","ASIAN PAINTS LIMITED","1"
"25-MAR-2026","ASTRAL","ASTRAL POLY TECHNIK LIMITED","23"
"25-MAR-2026","ATGL","ADANI TOTAL GAS LIMITED","1,000"
"25-MAR-2026","ATHERENERG","ATHER ENERGY LIMITED","10"
"25-MAR-2026","AUROPHARMA","AUROBINDO PHARMA LTD","60"
"25-MAR-2026","AVANTIFEED","AVANTI FEEDS LIMITED","3"
"25-MAR-2026","AXISBANK","AXIS BANK LIMITED","26"
"25-MAR-2026","BAJAJCON","BAJAJ CONSUMER CARE LTD","750"
"25-MAR-2026","BAJFINANCE","BAJAJ FINANCE LIMITED","20"
"25-MAR-2026","BALRAMCHIN","BALRAMPUR CHINI MILLS LTD","3"
"25-MAR-2026","BANKINDIA","BANK OF INDIA","66"
"25-MAR-2026","BEL","BHARAT ELECTRONICS LTD","346"
"25-MAR-2026","BELRISE","BELRISE INDUSTRIES LTD","1"
"25-MAR-2026","BEML","BEML LIMITED","1,418"
"25-MAR-2026","BHEL","BHEL","50"
"25-MAR-2026","BIOCON","BIOCON LIMITED.","3,000"
"25-MAR-2026","BIRLACORPN","BIRLA CORPORATION LTD","100"
"25-MAR-2026","BRITANNIA","BRITANNIA INDUSTRIES LIMITED","7"
"25-MAR-2026","BSE","BSE LIMITED","31"
"25-MAR-2026","CARERATING","CARE LIMITED","12"
"25-MAR-2026","CASHIETF","ICICIPRAMC - CASHIETF","95"
"25-MAR-2026","CIPLA","CIPLA LTD","2"
"25-MAR-2026","CLEAN","CLEAN SCIENCE & TECH LTD","30"
"25-MAR-2026","COALINDIA","COALINDIA","110"
"25-MAR-2026","DMART","AVENUE SUPERMARTS LIMITED","10"
"25-MAR-2026","E2E","E2E NETWORKS LIMITED","100"
"25-MAR-2026","ELECTCAST","ELECTROSTEEL CASTINGS LTD","1,700"
"25-MAR-2026","ESCORTS","ESCORTS INDIA LTD","100"
"25-MAR-2026","ETERNAL","ETERNAL LIMITED","15"
"25-MAR-2026","FIVESTAR","FIVE-STAR BUS FIN LTD","2"
"25-MAR-2026","FORTIS","FORTIS HEALTHCARE (I) LTD","20"
"25-MAR-2026","GAIL","GAIL (INDIA) LTD","70"
"25-MAR-2026","GICRE","GENERAL INSURANCE CORPORATION OF INDIA","500"
"25-MAR-2026","GODFRYPHLP","GODFREY PHILLIPS INDIA LT","93"
"25-MAR-2026","GRASIM","GRASIM INDUSTRIES LTD","1"
"25-MAR-2026","GRSE","GARDEN REACH SHIP&ENG LTD","5"
"25-MAR-2026","HAVELLS","HAVELLS INDIA LIMITED","236"
"25-MAR-2026","HCLTECH","HCL TECHNOLOGIES LTD","43,751"
"25-MAR-2026","HDFCLIFE","HDFC STANDARD LIFE INSURANCE COMPANY LIMITED","15"
"25-MAR-2026","HERITGFOOD","HERITAGE FOODS LTD    ","7"
"25-MAR-2026","HINDUNILVR","HINDUSTAN UNILEVER LTD.","30"
"25-MAR-2026","HINDZINC","HINDUSTAN ZINC LIMITED","200"
"25-MAR-2026","ICICIGI","ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED","21"
"25-MAR-2026","ICIL","INDO COUNT INDUSTRIES LTD","111"
"25-MAR-2026","IDEA","IDEA CELLULAR LIMITED","3,00,000"
"25-MAR-2026","IFCI","IFCI LTD","3,000"
"25-MAR-2026","INDGN","INDEGENE LIMITED","10"
"25-MAR-2026","INDHOTEL","THE INDIAN HOTELS CO. LTD","525"
"25-MAR-2026","INDIGO","INTERGLOBE AVIATION LTD  ","9"
"25-MAR-2026","INFY","INFOSYS TECHNOLOGIES LTD","27,711"
"25-MAR-2026","ITC","ITC LTD","142"
"25-MAR-2026","JINDALSAW","JINDAL SAW LIMITED","1"
"25-MAR-2026","JIOFIN","JIO FIN SERVICES LTD","60"
"25-MAR-2026","JWL","JUPITER WAGONS LIMITED","2"
"25-MAR-2026","JYOTICNC","JYOTI CNC AUTOMATION LTD","300"
"25-MAR-2026","JYOTISTRUC","JYOTI STRUCTURES LTD","5,384"
"25-MAR-2026","KALYANKJIL","KALYAN JEWELLERS IND LTD","265"
"25-MAR-2026","KAYNES","KAYNES TECHNOLOGY IND LTD","50"
"25-MAR-2026","LLOYDSENT","LLOYDS ENTERPRISES LTD","444"
"25-MAR-2026","LT","LARSEN & TOUBRO LTD.","16"
"25-MAR-2026","LTF","L&T FINANCE LIMITED","10"
"25-MAR-2026","LUPIN","LUPIN LIMITED","20"
"25-MAR-2026","MAHKTECH","MIRAEAMC - MAHKTECH","4,848"
"25-MAR-2026","MANAPPURAM","MANAPPURAM FINANCE LTD","3,600"
"25-MAR-2026","MAXHEALTH","MAX HEALTHCARE INS LTD","7"
"25-MAR-2026","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","35"
"25-MAR-2026","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","5"
"25-MAR-2026","MEESHO","MEESHO LIMITED","15"
"25-MAR-2026","MON50EQUAL","MOTILALAMC - MON50EQUAL","760"
"25-MAR-2026","MOTILALOFS","MOTILAL OSWAL FIN LTD   ","30"
"25-MAR-2026","MPHASIS","MPHASIS LIMITED","10"
"25-MAR-2026","MRPL","MRPL","5"
"25-MAR-2026","NATIONALUM","NATIONAL ALUMINIUM CO LTD","142"
"25-MAR-2026","NBCC","NATIONAL BUILDINGS LTD   ","9,000"
"25-MAR-2026","NH","NARAYANA HRUDAYALAYA LTD.","7"
"25-MAR-2026","NSIL","NALWA SONS INVESTMENT LTD","10"
"25-MAR-2026","OFSS","Oracle Financial Services Software Limited","2,250"
"25-MAR-2026","OIL","OIL INDIA LTD","10"
"25-MAR-2026","PARAGMILK","PARAG MILK FOODS LTD.   ","2"
"25-MAR-2026","PARAS","PARAS DEF AND SPCE TECH L","10"
"25-MAR-2026","PATANJALI","PATANJALI FOODS LIMITED","1"
"25-MAR-2026","PATELENG","PATEL ENGINEERING LTD.","97"
"25-MAR-2026","PCBL","PCBL LIMITED","200"
"25-MAR-2026","PERSISTENT","PERSISTENT SYSTEMS LTD","1,400"
"25-MAR-2026","PETRONET","PETRONET LNG LIMITED","2,000"
"25-MAR-2026","PGEL","PG ELECTROPLAST LTD","3"
"25-MAR-2026","PIDILITIND","PIDILITE INDUSTRIES LIMITED","2"
"25-MAR-2026","PIIND","PI INDUSTRIES LTD        ","13"
"25-MAR-2026","PNB","PUNJAB NATIONAL BANK","30"
"25-MAR-2026","POWERINDIA","ABB POWER PRO N SYS IND L","20"
"25-MAR-2026","PPLPHARMA","PIRAMAL PHARMA LIMITED","300"
"25-MAR-2026","PRAJIND","PRAJ INDUSTRIES LTD","2"
"25-MAR-2026","PROTEAN","PROTEAN EGOV TECHNO LTD","20"
"25-MAR-2026","RBLBANK","RBL BANK LIMITED    ","100"
"25-MAR-2026","RELIANCE","RELIANCE INDUSTRIES LTD","1"
"25-MAR-2026","RVNL","RVNL","16,775"
"25-MAR-2026","SAIL","STEEL AUTHORITY OF INDIA","50"
"25-MAR-2026","SBIN","STATE BANK OF INDIA","209"
"25-MAR-2026","SEPC","SEPC LIMITED","6,24,181"
"25-MAR-2026","SHREECEM","SHREE CEMENTS LTD","8"
"25-MAR-2026","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","5"
"25-MAR-2026","SIEMENS","SIEMENS LTD","5"
"25-MAR-2026","SMLMAH","SML Mahindra Limited","63"
"25-MAR-2026","STLTECH","STERLITE TECHNOLOGIES","100"
"25-MAR-2026","SUNPHARMA","SUN PHARMACEUTICALS IND.","25"
"25-MAR-2026","SUZLON","SUZLON ENERGY LIMITED","70"
